Nome de anuncio;Link;Preco;Data de Carregamento;Preco/m2;Rua/Local/Zona;ID;Freguesia;Municipio;Distrito;area util (m2);area bruta (m2);Tipologia;Ano;No Casas de Banho;Certificado Energetico;Condicao;Group Features ID
b'Apartamento T2 + 1 em Maximinos- Braga';https://www.imovirtual.com/pt/anuncio/apartamento-t2-1-em-maximinos-braga-ID15RDT.html#bc96c709ea;85000;09/05/2021;966;Praceta Padre Sena de Freitas;BragaBragaBraga (Maximinos, Se e Cividade);Braga (Maximinos, Se e Cividade);BRAGA;BRAGA;88;95;T3;1981;2;;Usado;
b'Apartamento T3 com 3 frentes em S.V\xc3\xadtor- Braga ( GULBENKIAN )';https://www.imovirtual.com/pt/anuncio/apartamento-t3-com-3-frentes-em-s-vitor-braga-gulbenkian-ID15jpq.html#cf0c97a689;249900;09/05/2021;2524;Rua da Misericordia;BragaBragaBraga (Maximinos, Se e Cividade);Braga (Maximinos, Se e Cividade);BRAGA;BRAGA;99;138;T3;1986;2;;Renovado;F10F17
b'Apartamento T3 Venda em Braga (Maximinos- S\xc3\xa9 e Cividade)-Braga';https://www.imovirtual.com/pt/anuncio/apartamento-t3-venda-em-braga-maximinos-se-e-cividade-braga-ID15OWv.html#cb233e8be0;219000;09/05/2021;1724;Rua Cardoso Avelino;BragaBragaBraga (Maximinos, Se e Cividade);Braga (Maximinos, Se e Cividade);BRAGA;BRAGA;127;155;T3;1997;2;C;Usado;F2F3F6F7F9F10F14F19F22
b'Varandas Park no Parque da Cidade / Apartamentos T3 Luxo (2 Nascente)';https://www.imovirtual.com/pt/anuncio/varandas-park-no-parque-da-cidade-apartamentos-t3-luxo-2-nascente-ID14giH.html#6842956b08;315000;09/05/2021;1906;Rua Mario Cesariny;BragaVila Nova de FamalicaoAntas e Abade de Vermoim;Antas e Abade de Vermoim;VILA NOVA DE FAMALICAO;BRAGA;165;195;T3;2021;4;A;Em construcao;F1F2F3F8F9F11F13F14F17F19F21F22F27F28
b'Varandas Park no Parque da Cidade / Apartamentos T3 Luxo (2 Poente)';https://www.imovirtual.com/pt/anuncio/varandas-park-no-parque-da-cidade-apartamentos-t3-luxo-2-poente-ID14fC9.html#51d5477c32;315000;09/05/2021;1906;Rua Mario Cesariny;BragaVila Nova de FamalicaoAntas e Abade de Vermoim;Antas e Abade de Vermoim;VILA NOVA DE FAMALICAO;BRAGA;165;195;T3;2021;3;A;Em construcao;F1F2F3F8F9F11F13F14F17F19F21F22F27F28
b'Varandas Park no Parque da Cidade / Apartamentos T3 Luxo (1 Poente)';https://www.imovirtual.com/pt/anuncio/varandas-park-no-parque-da-cidade-apartamentos-t3-luxo-1-poente-ID14fkm.html#3c850d3593;315000;09/05/2021;1334;Rua Mario Cesariny;BragaVila Nova de FamalicaoAntas e Abade de Vermoim;Antas e Abade de Vermoim;VILA NOVA DE FAMALICAO;BRAGA;236;266;T3;2021;3;A;Em construcao;F1F2F3F8F9F11F13F14F17F19F21F22F27F28
b'Novo Apartamento T1 em Famalic\xc3\xa3o';https://www.imovirtual.com/pt/anuncio/novo-apartamento-t1-em-famalicao-ID14xFK.html#70951b9945;100000;09/05/2021;2370;;BragaVila Nova de FamalicaoGondifelos, Cavaloes e Outiz;Gondifelos, Cavaloes e Outiz;VILA NOVA DE FAMALICAO;BRAGA;42;42;T1;;;B;Em construcao;F3F15F17F22
b'Novo Apartamento T2 em Famalic\xc3\xa3o';https://www.imovirtual.com/pt/anuncio/novo-apartamento-t2-em-famalicao-ID14xFL.html#70951b9945;160000;09/05/2021;2111;;BragaVila Nova de FamalicaoGondifelos, Cavaloes e Outiz;Gondifelos, Cavaloes e Outiz;VILA NOVA DE FAMALICAO;BRAGA;75;102;T2;;;B;Em construcao;F2F3F15F17F22
b'Novo Apartamento T1 em Famalic\xc3\xa3o';https://www.imovirtual.com/pt/anuncio/novo-apartamento-t1-em-famalicao-ID14xFz.html#70951b9945;105000;09/05/2021;2039;;BragaVila Nova de FamalicaoGondifelos, Cavaloes e Outiz;Gondifelos, Cavaloes e Outiz;VILA NOVA DE FAMALICAO;BRAGA;51;66;T1;;;B;Em construcao;F2F3F15F17F22
b'Novo Apartamento T1 em Famalic\xc3\xa3o';https://www.imovirtual.com/pt/anuncio/novo-apartamento-t1-em-famalicao-ID14xFn.html#70951b9945;120000;09/05/2021;2614;;BragaVila Nova de FamalicaoGondifelos, Cavaloes e Outiz;Gondifelos, Cavaloes e Outiz;VILA NOVA DE FAMALICAO;BRAGA;45;65;T1;;;B;Em construcao;F2F3F15F17F22
b'Novo Apartamento T1 em Famalic\xc3\xa3o';https://www.imovirtual.com/pt/anuncio/novo-apartamento-t1-em-famalicao-ID14xFm.html#70951b9945;120000;09/05/2021;1929;;BragaVila Nova de FamalicaoGondifelos, Cavaloes e Outiz;Gondifelos, Cavaloes e Outiz;VILA NOVA DE FAMALICAO;BRAGA;62;79;T1;;;B;Em construcao;F2F3F15F17F22
b'Novo Apartamento T2 em Famalic\xc3\xa3o';https://www.imovirtual.com/pt/anuncio/novo-apartamento-t2-em-famalicao-ID14xFx.html#7290ca75fd;135000;09/05/2021;1561;;BragaVila Nova de FamalicaoGondifelos, Cavaloes e Outiz;Gondifelos, Cavaloes e Outiz;VILA NOVA DE FAMALICAO;BRAGA;86;94;T2;;;B;Em construcao;F2F3F15F17F22
b'T3 Poente 2\xc2\xba Andar';https://www.imovirtual.com/pt/anuncio/t3-poente-2-andar-ID14nCT.html#383c91e6dd;Precosobconsulta;09/05/2021;Nao apresenta;Avenida das Figueiras;BragaVila Nova de FamalicaoDelaes;Delaes;VILA NOVA DE FAMALICAO;BRAGA;146;274;T3;;4;;Novo;F2F3F8F14F20F27
b'T2 Nascente R/Ch';https://www.imovirtual.com/pt/anuncio/t2-nascente-r-ch-ID14nBh.html#04266a2ec8;Precosobconsulta;09/05/2021;Nao apresenta;Avenida das Figueiras;BragaVila Nova de FamalicaoDelaes;Delaes;VILA NOVA DE FAMALICAO;BRAGA;110;;T2;;2;;Novo;F2F3F8F14F20
b'Otimo T4 em Luis Barroso V N Famalicao';https://www.imovirtual.com/pt/anuncio/otimo-t4-em-luis-barroso-v-n-famalicao-ID14qwt.html#2bb8c446ec;210000;09/05/2021;1556;Rua Dom Fernando II;BragaVila Nova de FamalicaoVila Nova de Famalicao e Calendario;Vila Nova de Famalicao e Calendario;VILA NOVA DE FAMALICAO;BRAGA;135;145;T4;;3;D;Usado;F8F15F19F22
b'Apartamento T3 NOVO c/244 m2 no Centro de Famalic\xc3\xa3o!';https://www.imovirtual.com/pt/anuncio/apartamento-t3-novo-c-244-m2-no-centro-de-famalicao-ID105gW.html#f1395183db;260000;09/05/2021;1688;Rua Barao de Joane - Antas;BragaVila Nova de FamalicaoVila Nova de Famalicao e Calendario;Vila Nova de Famalicao e Calendario;VILA NOVA DE FAMALICAO;BRAGA;154;244;T3;;2;A;Novo;F2F3F8F14F21F22F27
b'Apartamento T3 NOVO de Luxo em Famalic\xc3\xa3o- Braga!';https://www.imovirtual.com/pt/anuncio/apartamento-t3-novo-de-luxo-em-famalicao-braga-ID104UO.html#f1395183db;235000;09/05/2021;1536;Rua Barao de Joane - Antas;BragaVila Nova de FamalicaoVila Nova de Famalicao e Calendario;Vila Nova de Famalicao e Calendario;VILA NOVA DE FAMALICAO;BRAGA;153;186;T3;;3;A;Novo;F2F3F8F14F17F21F22
b'Apartamento T2 NOVO de Luxo em Famalic\xc3\xa3o- Braga!';https://www.imovirtual.com/pt/anuncio/apartamento-t2-novo-de-luxo-em-famalicao-braga-ID104Ui.html#f1395183db;190000;09/05/2021;1681;Rua Barao de Joane - Antas;BragaVila Nova de FamalicaoVila Nova de Famalicao e Calendario;Vila Nova de Famalicao e Calendario;VILA NOVA DE FAMALICAO;BRAGA;113;142;T2;;2;A;Novo;F2F8F14F21F22
b'T3 com varanda e estacionamento no Centro Hist\xc3\xb3rico de Covilh\xc3\xa3';https://www.imovirtual.com/pt/anuncio/t3-com-varanda-e-estacionamento-no-centro-historico-de-covilha-ID14g55.html#fe8a083308;158926;09/05/2021;1223;Rua das Escolas - Canhoso;Castelo BrancoCovilhaCovilha e Canhoso;Covilha e Canhoso;COVILHA;CASTELO BRANCO;130;197;T3;;;C;Novo;F1F5F8F21F22F25
b'T3 com varanda e estacionamento no Centro Hist\xc3\xb3rico de Covilh\xc3\xa3';https://www.imovirtual.com/pt/anuncio/t3-com-varanda-e-estacionamento-no-centro-historico-de-covilha-ID14g54.html#fe8a083308;154926;09/05/2021;1260;Rua Estacao;Castelo BrancoCovilhaCovilha e Canhoso;Covilha e Canhoso;COVILHA;CASTELO BRANCO;123;123;T3;;2;D;;F1F2F21F22F25
b'T3 com varanda e estacionamento no Centro Hist\xc3\xb3rico de Covilh\xc3\xa3';https://www.imovirtual.com/pt/anuncio/t3-com-varanda-e-estacionamento-no-centro-historico-de-covilha-ID14g52.html#fe8a083308;154926;09/05/2021;1201;Rua Estacao;Castelo BrancoCovilhaCovilha e Canhoso;Covilha e Canhoso;COVILHA;CASTELO BRANCO;129;200;T3;;2;D;;F8F11F21F22F25
b'Apartamento T3+1 - Covilh\xc3\xa3';https://www.imovirtual.com/pt/anuncio/apartamento-t3-1-covilha-ID15Hac.html#c3eda278cf;97500;09/05/2021;854;Rua Industria;Castelo BrancoCovilhaCovilha e Canhoso;Covilha e Canhoso;COVILHA;CASTELO BRANCO;114;141;T4;1968;2;D;Usado;F2F9F19
b'Apartamento T2 - Canhoso-  Covilh\xc3\xa3';https://www.imovirtual.com/pt/anuncio/apartamento-t2-canhoso-covilha-ID15gow.html#8cefca2da2;67500;09/05/2021;689;Quinta da Varzea;Castelo BrancoCovilhaCovilha e Canhoso;Covilha e Canhoso;COVILHA;CASTELO BRANCO;98;124;T2;1988;1;C;Usado;F2F3F6F7F9F11F19
b'T4 com varanda e estacionamento no Centro Hist\xc3\xb3rico de Covilh\xc3\xa3';https://www.imovirtual.com/pt/anuncio/t4-com-varanda-e-estacionamento-no-centro-historico-de-covilha-ID14otH.html#8a4ae88903;179388;09/05/2021;1157;Rua Estacao;Castelo BrancoCovilhaCovilha e Canhoso;Covilha e Canhoso;COVILHA;CASTELO BRANCO;155;225;T4;;3;B;Novo;F1F8F11F15F19F21F22F25
b'T2 com varanda e estacionamento no Centro Hist\xc3\xb3rico de Covilh\xc3\xa3';https://www.imovirtual.com/pt/anuncio/t2-com-varanda-e-estacionamento-no-centro-historico-de-covilha-ID14otC.html#8a4ae88903;127746;09/05/2021;1217;Rua Estacao;Castelo BrancoCovilhaCovilha e Canhoso;Covilha e Canhoso;COVILHA;CASTELO BRANCO;105;105;T2;;1;C;Novo;F1F22F25
b'T3 com varanda e estacionamento no Centro Hist\xc3\xb3rico de Covilh\xc3\xa3';https://www.imovirtual.com/pt/anuncio/t3-com-varanda-e-estacionamento-no-centro-historico-de-covilha-ID14otx.html#8a4ae88903;156926;09/05/2021;1255;Rua Estacao;Castelo BrancoCovilhaCovilha e Canhoso;Covilha e Canhoso;COVILHA;CASTELO BRANCO;125;173;T3;;2;C;Novo;F1F5F8F15F19F22F25
b'T4 com varanda e estacionamento no Centro Hist\xc3\xb3rico de Covilh\xc3\xa3.';https://www.imovirtual.com/pt/anuncio/t4-com-varanda-e-estacionamento-no-centro-historico-de-covilha-ID14otw.html#8a4ae88903;190260;09/05/2021;1260;Rua Estacao;Castelo BrancoCovilhaCovilha e Canhoso;Covilha e Canhoso;COVILHA;CASTELO BRANCO;151;151;T4;;1;B;;F22F25
b'T2 com varanda e estacionamento no Centro Hist\xc3\xb3rico de Covilh\xc3\xa3';https://www.imovirtual.com/pt/anuncio/t2-com-varanda-e-estacionamento-no-centro-historico-de-covilha-ID14ots.html#8a4ae88903;125934;09/05/2021;1199;Rua das Escolas - Canhoso;Castelo BrancoCovilhaCovilha e Canhoso;Covilha e Canhoso;COVILHA;CASTELO BRANCO;105;105;T2;;1;C;Novo;F1F22F25
b'Apartamento T2 - Covilh\xc3\xa3';https://www.imovirtual.com/pt/anuncio/apartamento-t2-covilha-ID15QdT.html#eb608781cc;73000;09/05/2021;903;Travessa Rodrigo;Castelo BrancoCovilhaCovilha e Canhoso;Covilha e Canhoso;COVILHA;CASTELO BRANCO;80;98;T2;1995;1;C;Usado;F3F6F7F11F17F19F22F24F27
b'Apartamento T3 - Covilh\xc3\xa3';https://www.imovirtual.com/pt/anuncio/apartamento-t3-covilha-ID15TNV.html#a826025483;79000;09/05/2021;958;Rua Montes Herminios;Castelo BrancoCovilhaCovilha e Canhoso;Covilha e Canhoso;COVILHA;CASTELO BRANCO;82;84;T3;1965;2;C;Renovado;F2F5F9F11
b'Apartamento T3 - Covilh\xc3\xa3';https://www.imovirtual.com/pt/anuncio/apartamento-t3-covilha-ID15TNW.html#a826025483;72000;09/05/2021;735;Travessa Postiguinho;Castelo BrancoCovilhaCovilha e Canhoso;Covilha e Canhoso;COVILHA;CASTELO BRANCO;98;115;T3;1965;1;C;Usado;F2
b'Apartamento T1+1 Duplex - Via Central - Coimbra';https://www.imovirtual.com/pt/anuncio/apartamento-t1-1-duplex-via-central-coimbra-ID1534z.html#75830f42a2;195000;09/05/2021;2097;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;93;;T2;;1;;Novo;F2F3
b'Apartamento T1+1 Duplex - Via Central - Coimbra';https://www.imovirtual.com/pt/anuncio/apartamento-t1-1-duplex-via-central-coimbra-ID1534z.html#6fe3cdebe8;195000;09/05/2021;2097;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;93;;T2;;1;;Novo;F2F3
b'Apartamento T2 Venda em Coimbra (S\xc3\xa9 Nova- Santa Cruz- Almedina e S\xc3\xa3o B';https://www.imovirtual.com/pt/anuncio/apartamento-t2-venda-em-coimbra-se-nova-santa-cruz-almedina-e-sao-b-ID14Juc.html#a2b3e1c7a5;125000;09/05/2021;1389;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;90;100;T2;1992;1;E;Usado;F2F10F11F19
b'Apartamento T1 Venda em Coimbra (S\xc3\xa9 Nova- Santa Cruz- Almedina e S\xc3\xa3o B';https://www.imovirtual.com/pt/anuncio/apartamento-t1-venda-em-coimbra-se-nova-santa-cruz-almedina-e-sao-b-ID12Pbw.html#1c6254b4cc;140000;09/05/2021;2222;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;63;73;T1;1982;1;C;Usado;F2F5F14F16F19F22
b'Apartamento T2 c/ garagem - Junto ao Parque Verde - Coimbra';https://www.imovirtual.com/pt/anuncio/apartamento-t2-c-garagem-junto-ao-parque-verde-coimbra-ID12VW8.html#1c6254b4cc;212000;09/05/2021;2650;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;80;;T2;;2;A;Em construcao;F3F22
b'Apartamento T3 no centro da Solum - Coimbra';https://www.imovirtual.com/pt/anuncio/apartamento-t3-no-centro-da-solum-coimbra-ID12sOf.html#a69d8b844e;375000;09/05/2021;2885;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;130;;T3;;2;C;Usado;F2F9F22
b'Excelente apartamento T2 bem localizado pr\xc3\xb3ximo da Univer...';https://www.imovirtual.com/pt/anuncio/excelente-apartamento-t2-bem-localizado-proximo-da-univer-ID15f8M.html#f15721a0ff;205000;09/05/2021;2770;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;74;92;T2;1974;2;C;Usado;F2F15F22F24
b'Apt. T3 Terra\xc3\xa7os do Rio - 2. Fase';https://www.imovirtual.com/pt/anuncio/apt-t3-terracos-do-rio-2-fase-ID15Oxs.html#71930fae5c;405000;09/05/2021;2893;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;140;192;T3;2022;4;A;Em construcao;F2F3F4F5F10F16F17F19F22F24
b'Apt. T3 Terra\xc3\xa7os do Rio - 2 Fase';https://www.imovirtual.com/pt/anuncio/apt-t3-terracos-do-rio-2-fase-ID15Ovn.html#71930fae5c;410000;09/05/2021;2929;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;140;192;T3;2022;4;A;Em construcao;F3F4F5F10F16F17F19F22F24
b'Apt. T4 Terra\xc3\xa7os do Rio - 2.Fase';https://www.imovirtual.com/pt/anuncio/apt-t4-terracos-do-rio-2-fase-ID15OwQ.html#71930fae5c;510000;09/05/2021;3188;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;160;212;T4;2022;4;A;Em construcao;F3F4F5F10F16F19F22F24
b'Apt. T2 Terra\xc3\xa7os do Rio - 2.Fase';https://www.imovirtual.com/pt/anuncio/apt-t2-terracos-do-rio-2-fase-ID15Lpx.html#c96cbf9c94;260000;09/05/2021;2574;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;101;156;T2;2022;2;A;Em construcao;F3F4F5F16F17F19F22F24
b'Apt. T3 Terra\xc3\xa7os do Rio - 2.Fase';https://www.imovirtual.com/pt/anuncio/apt-t3-terracos-do-rio-2-fase-ID15Lpt.html#4eb255c952;285000;09/05/2021;2436;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;117;221;T3;2022;3;A;Em construcao;F3F4F5F16F17F19F22F24F27
b'Apt. T4 Terra\xc3\xa7os do Rio - 2.Fase';https://www.imovirtual.com/pt/anuncio/apt-t4-terracos-do-rio-2-fase-ID15Lpo.html#4eb255c952;380000;09/05/2021;2639;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;144;220;T4;2022;4;A;Em construcao;F3F4F5F16F17F19F22F24
b'Apt. T3 Terra\xc3\xa7os do Rio - 2.Fase';https://www.imovirtual.com/pt/anuncio/apt-t3-terracos-do-rio-2-fase-ID15Lpm.html#4eb255c952;270000;09/05/2021;2500;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;108;200;T3;2022;3;A;Em construcao;F3F4F5F16F17F19F22F24F27
b'Apt. T2 Terra\xc3\xa7os do Rio - 2.Fase';https://www.imovirtual.com/pt/anuncio/apt-t2-terracos-do-rio-2-fase-ID15LiY.html#4eb255c952;260000;09/05/2021;2500;;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;104;189;T2;2022;3;A;Em construcao;F3F4F5F16F17F19F22F24F27
b'Est\xc3\xbadio Alta da Cidade de Coimbra';https://www.imovirtual.com/pt/anuncio/estudio-alta-da-cidade-de-coimbra-ID15kUm.html#3f6334bc41;95000;09/05/2021;3393;Rua de Olivenca;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;28;28;T1;2019;1;;Novo;F8F13F14
b'Apartamento T3 Duplex em Celas | Remodelado | Garagem| Coimbra';https://www.imovirtual.com/pt/anuncio/apartamento-t3-duplex-em-celas-remodelado-garagem-coimbra-ID14bm8.html#6582f00d30;540000;09/05/2021;3857;Rua Antero de Quental;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;140;157;T3;2007;2;C;Renovado;F2F3F9F16F22F25
b'Est\xc3\xbadio Alta da Cidade de Coimbra';https://www.imovirtual.com/pt/anuncio/estudio-alta-da-cidade-de-coimbra-ID15kUn.html#f3340a42a7;123000;09/05/2021;3154;Rua de Olivenca;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;39;39;T2;2019;1;;Novo;F8F13F14
b'Est\xc3\xbadio Alta da Cidade de Coimbra';https://www.imovirtual.com/pt/anuncio/estudio-alta-da-cidade-de-coimbra-ID15kUj.html#aca67f67a6;87000;09/05/2021;3783;Rua de Olivenca;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;23;23;T1;2019;1;;Novo;F8F13F14
b'Est\xc3\xbadio Alta da Cidade de Coimbra';https://www.imovirtual.com/pt/anuncio/estudio-alta-da-cidade-de-coimbra-ID15kUh.html#aca67f67a6;95000;09/05/2021;3393;Rua de Olivenca;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;28;28;T1;2019;1;;Novo;F8F13F14
b'T4 no centro de Coimbra';https://www.imovirtual.com/pt/anuncio/t4-no-centro-de-coimbra-ID15j9t.html#cf0c97a689;219000;09/05/2021;1672;Rua Guerra Junqueiro;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;131;150;T4;;2;;Para recuperar;F9F11F14F27
b'T2 Estrada de Coselhas';https://www.imovirtual.com/pt/anuncio/t2-estrada-de-coselhas-ID1581J.html#937643466d;125000;09/05/2021;1389;Estrada de Coselhas;CoimbraCoimbraCoimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);Coimbra (Se Nova, Santa Cruz, Almedina e Sao Bartolomeu);COIMBRA;COIMBRA;90;90;T2;1992;1;;Usado;F9F10F11F17
b'Apartamento T3 | Investimento | Venda | Eiras | Coimbra';https://www.imovirtual.com/pt/anuncio/apartamento-t3-investimento-venda-eiras-coimbra-ID15Mr4.html#f4ea3e2dfb;75000;09/05/2021;938; Eiras;CoimbraCoimbraEiras e Sao Paulo de Frades;Eiras e Sao Paulo de Frades;COIMBRA;COIMBRA;80;105;T3;1964;1;C;Usado;F1F11F19F27
b'T2 Novo c/ Vista Mar na Marginal';https://www.imovirtual.com/pt/anuncio/t2-novo-c-vista-mar-na-marginal-ID13E3Z.html#6560bca6dd;175000;09/05/2021;2397;Avenida 25 de Abril;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;73;120;T2;;1;A;Novo;F2F12F14F15F19F22F23F25F27
b'T3 Panor\xc3\xa2mico 146m2 com vistas para o mar';https://www.imovirtual.com/pt/anuncio/t3-panoramico-146m2-com-vistas-para-o-mar-IDrjAy.html#624a6935e4;150000;09/05/2021;1103;Rua Rancho das Cantarinhas;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;136;146;T3;1990;2;E;Usado;F1F2F5F6F8F9F12F13F14F19F22F29
b'Apartamento T2 | Abadias | Vista cidade | Vista mar';https://www.imovirtual.com/pt/anuncio/apartamento-t2-abadias-vista-cidade-vista-mar-ID15Nli.html#2549fd8236;109900;09/05/2021;1691;Rua Doutora Cristina Torres;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;65;74;T2;2000;1;;Usado;F9F12F14F22F27
b'Apartamento T1 em frente \xc3\xa1 Marina com vista rio no centro da Figueira';https://www.imovirtual.com/pt/anuncio/apartamento-t1-em-frente-a-marina-com-vista-rio-no-centro-da-figueira-ID15Qdd.html#0b9c1b5817;115000;09/05/2021;1917;Rua do Estanco;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;60;60;T1;1997;1;;;F14F15F19F22F23
b'Apartamento T2 na Tamargueira- Buarcos com vista de mar - Figueira da';https://www.imovirtual.com/pt/anuncio/apartamento-t2-na-tamargueira-buarcos-com-vista-de-mar-figueira-da-ID149FW.html#c2dff63b28;127500;09/05/2021;1536;Rua das Tamargueiras;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;83;90;T2;1986;1;D;;F2F22
b'Apartamento T1 Kitchenette + arrumo no primeiro andar com elevador- Ab';https://www.imovirtual.com/pt/anuncio/apartamento-t1-kitchenette-arrumo-no-primeiro-andar-com-elevador-ab-ID13t6V.html#c2dff63b28;68000;09/05/2021;1789;4a Travessa da Rua Doutor Joao Jose Bugalho;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;38;38;T1;;1;C;;F14F16F17F22F23
b'T2 com vista mar na Figueira da Foz';https://www.imovirtual.com/pt/anuncio/t2-com-vista-mar-na-figueira-da-foz-ID15kr7.html#aca67f67a6;155000;09/05/2021;2246;Rua Ponte do Galante;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;69;73;T2;2013;2;;Novo;F8F12F13F14F15F17F22F27
b'T3 com vista mar na Figueira da Foz';https://www.imovirtual.com/pt/anuncio/t3-com-vista-mar-na-figueira-da-foz-ID15kr4.html#aca67f67a6;285000;09/05/2021;2415;Rua Ponte do Galante;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;118;122;T3;2013;2;;Novo;F8F12F13F14F15F17F22F27
b'T2 com vista mar na Figueira da Foz';https://www.imovirtual.com/pt/anuncio/t2-com-vista-mar-na-figueira-da-foz-ID15kr3.html#aca67f67a6;240000;09/05/2021;2927;Rua Ponte do Galante;CoimbraFigueira da FozBuarcos e Sao Juliao;Buarcos e Sao Juliao;FIGUEIRA DA FOZ;COIMBRA;82;87;T2;2013;2;;Novo;F8F12F13F14F15F17F22F27
